sources,references,translations
As if she didn't already have enough problems.,Comme si elle n'avait pas déjà assez de problèmes.,Comme si elle n'avait pas déjà assez de soucis comme ça.
"I sit up, feeling like I've been hit by a cement lorry.","Je me redresse, avec l'impression d'avoir été renversé par un camion benne.","Je me redresse, avec l'impression d'avoir été renversé par un camion de ciment."
"""You owe me more of an explanation.""",Tu me dois plus d'explications.,tu me dois plus qu'une explication
"It's slow and sweet and almost makes me miss my next cue, but I wouldn't have stopped the kiss if he hadn't pulled away.","C'est lent et doux, me faisant presque rater la chanson suivante à préparer, mais je n'aurai pas arrêté le baiser s'il ne s'était pas éloigné.","C'est lent et doux, et ça me fait presque rater mon prochain signal, mais je n'aurais pas arrêté le baiser s'il ne s'était pas éloigné."
"""Make no mistake, if you run, I will chase you.","Ne te méprends pas, si tu t'enfuis, je te poursuivrai.","fais gaffe, si tu t'enfuis, je te poursuivrai."
He grabbed her hand and half dragged her as he took off running.,Il lui prit la main et la traîna à moitié pendant qu'il se mettait à courir.,Il lui a attrapé la main et l'a presque traînée en partant en courant.
"For most of her life, she'd felt lost, but when she was in Devyn's arms, she felt like she was exactly where she was supposed to be and that scared her.","Pendant la majeure partie de sa vie, elle s'était sentie perdue, mais lorsqu'elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être et ça l'effrayait.","Pendant presque toute sa vie, elle s'était sentie perdue, mais quand elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être, et ça lui faisait un peu peur."
"""John,"" I say after I set up the first block of songs for the night.",dis-je après avoir lancé le premier bloc de chansons de la soirée.,"« John », je dis après avoir préparé la première série de chansons pour la soirée."
"Like, when his parents announced they were getting divorced.",Comme lorsque ses parents ont annoncé qu'ils divorçaient.,Comme quand ses parents ont dit qu'ils allaient divorcer.
I set the paper aside and look at the bottle of lube.,Je mets le papier de côté et regarde la bouteille de lubrifiant.,Je pose le papier et je regarde la bouteille de lubrifiant.
I need to steer us toward safer ground.,J'ai besoin de nous diriger vers un terrain plus sûr.,Je dois nous diriger vers un endroit plus sûr.
"You'll get a formal letter asking you to vacate, but I thought I'd stop in and tell you personally.","Tu recevras une lettre officielle te demandant de quitter les lieux, mais j'ai pensé que c'était mieux de passer te le dire personnellement.","Tu vas recevoir une lettre officielle te demandant de quitter les lieux, mais je me suis dit que je passerais te le dire en personne."
"""They fell in love.""",Ils sont tombés amoureux.,ils sont tombés amoureux
"""It's not exactly appropriate for a restaurant,"" Andi mumbled sadly, because she would actually love to go to dinner with him.","Ce n'est pas vraiment approprié pour un restaurant, marmonna Andi avec tristesse, parce qu'elle aurait vraiment aimé aller dîner avec lui.","« C'est pas vraiment le genre d'endroit pour un resto », marmonna Andi tristement, parce qu'elle aurait vraiment aimé aller dîner avec lui."
The deck railing creaked as he grasped it.,La rambarde du pont grinça lorsqu'il la saisit.,La rampe du pont a craqué quand il l'a attrapée.
"""He's the guy that's made you so happy, your entire body language has changed.",C'est lui qui t'a rendu si heureux que ton langage corporel a changé.,c'est le mec qui t'a rendu tellement heureux que tout ton langage corporel a changé.
"What's wrong with my couch?""",Qu'est-ce qui ne va pas avec mon canapé ?,Qu'est-ce qui cloche avec mon canapé ?
John is handling this much better than I am.,John gère cela beaucoup mieux que moi.,John gère ça bien mieux que moi.
"They settle on my hips, and he squeezes hard.",Elles se posent sur mes hanches et il serre fort.,"Ils se posent sur mes hanches, et il serre fort."
She pushed her hair over her shoulders and headed to the beach walkway so she could see the pier up close and inspect the damage.,Elle repoussa ses cheveux sur ses épaules et se dirigea vers la promenade de la plage afin de voir la jetée de plus près et d'inspecter les dégâts.,Elle a repoussé ses cheveux derrière ses épaules et s'est dirigée vers la promenade de la plage pour voir la jetée de plus près et voir les dégâts.
"Even when you're not being real, there's still a truth behind everything you do and say.""","Même quand tu te caches, il y a toujours une vérité derrière tout ce que tu fais et dis.","Même quand tu n'es pas sincère, il y a toujours une part de vérité dans tout ce que tu fais et dis"
"I'd give it to him, I'm sure, regardless.","Je le lui donnerais, j'en suis sûr, peu importe ce que c'est.","Je lui donnerais, c'est sûr, quoi qu'il arrive."
"He turned away, sure that his cheeks had flamed at the sight.","Il se détourna, certain que ses joues s'étaient enflammées à cette vue.","Il s'est détourné, sûr que ses joues avaient rougi à cette vue."
"""I told you, he hates this.""","Je te l'ai dit, il déteste tout ça.","je te l'ai dit, il déteste ça"
"""The renovations are moving along.",Les rénovations avancent.,les travaux de rénovation avancent bien.
If only Chase knew who watched out for whom.,Si seulement Chase savait qui surveillait qui.,Si seulement Chase savait qui veille sur qui.
"""Am I too loud?"" John looks so guilty I feel like I should be apologizing.",John paraît tellement coupable que j'ai l'impression que c'est moi qui devrais m'excuser.,« Je parle trop fort ? » John a l'air tellement coupable que j'ai envie de m'excuser.
"She looked small against the vast ocean, like a grain of sand on the beach.","Elle paraissait si petite face à l'immensité de l'océan, comme un grain de sable sur la plage.","Elle avait l'air toute petite face à l'immensité de l'océan, comme un grain de sable sur la plage."
"He snatched his hand away, blood rushing to his face at the thought she'd caught him fondling her while she was asleep.","Il retira sa main, le sang lui montant au visage à l'idée qu'elle l'ait surpris en train de la caresser pendant qu'elle dormait.","Il a retiré sa main d'un coup, le sang lui montant au visage à l'idée qu'elle l'avait surpris en train de la caresser pendant qu'elle dormait."
He couldn't be more confusing if he tried.,Il ne pouvait  pas être plus déroutant même s'il essayait.,"Il ne pourrait pas être plus confus, même s'il essayait."
"Luke had always preferred the whale, and they'd passed up a turn on the wheel numerous times to wait for the blue cart to come available.","Luke avait toujours préféré ""la baleine"", et ils avaient renoncé plusieurs fois à un tour de roue pour attendre que la cabine bleue se libère.","Luke avait toujours préféré la baleine, et ils avaient laissé passer plein de tours pour attendre que le chariot bleu se libère."
He shrugged and set the last glass ornament in the box.,Il haussa les épaules et déposa le dernier ornement en verre dans la boîte.,Il a haussé les épaules et a mis la dernière boule de Noël en verre dans la boîte.
"""Something like that.""",Quelque chose comme ça.,« Un truc comme ça. »
"The queen shielded her eyes and looked to the bar, now simmering and smoking.","La reine se protégea les yeux et regarda le bar, maintenant réduit en un tas frémissant et fumant.","La reine s'est protégé les yeux et a regardé vers le bar, qui bouillonnait et fumait maintenant."
"Smoke hadn't filled the bedroom, but something was burning somewhere in the bar.","La fumée n'avait pas envahi la chambre, mais quelque chose brûlait quelque part dans le bar.","La fumée n'avait pas envahi la chambre, mais un truc brûlait quelque part dans le bar."
The number of times I've fantasized about this very moment is incalculable.,Le nombre de fois où j'ai fantasmé sur ce moment précis est incalculable.,Je ne sais même pas combien de fois j'ai rêvé de ce moment.
"""Next week,"" Chase said.","La semaine prochaine, dit Chase.","« La semaine prochaine », a dit Chase."
"they didn't have time for another round of sex, even if he thought it was a good idea, which it wasn't.","Il ne pouvait pas s'impliquer et ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée; ce qui n'était pas le cas.","ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée, ce qui n'était pas le cas."
"""I'm sorry, Devyn,"" Andi said, wishing that she'd never brought it up.","Je suis désolée, Devyn, déclara Andi, souhaitant n'avoir jamais abordé le sujet.","« Désolée, Devyn », dit Andi, en regrettant d'avoir abordé le sujet."
He's a self-talker.,Il se parle à lui-même.,Il parle tout seul.
"""Five times?"" he asked as they headed down a side street towards the long line of apartment complexes that lined the street.",reprit-il alors qu'ils se dirigeaient vers une rangée d'appartements qui bordait un des côtés de la rue dans laquelle ils se trouvaient.,« Cinq fois ? » demanda-t-il alors qu'ils s'engageaient dans une petite rue menant à une longue rangée d'immeubles d'habitation qui bordaient la rue.
He eyes the crowd of reporters like he wants to tear them apart with his bare hands.,Il regarde la foule des journalistes comme s'il voulait les déchiqueter à mains nues.,Il regarde la foule de journalistes comme s'il voulait les déchirer à mains nues.
Time to choose the future.,Il était temps de choisir l'avenir.,C'est le moment de choisir l'avenir.
"""Is that a bad thing?"" he asked as they slowly made their way past the reason why they'd been stuck on the highway for the past two hours as the road crew pulled back the orange cones.",demanda-t-il alors qu'ils dépassaient lentement la raison pour laquelle ils étaient restés bloqués sur l'autoroute depuis deux heures alors que l'équipe de sécurité routière retirait les cônes orange.,"« C'est grave ? » a-t-il demandé alors qu'ils passaient lentement devant la raison pour laquelle ils étaient coincés sur l'autoroute depuis deux heures, tandis que les gars de la route retiraient les cônes orange."
